Latitude,Longitude,Genus_Species,genus,species,Family,Cover_Class,Number,Observation,Observation #
35.232097,-115.796396,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232118,-115.795822,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232126,-115.795973,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232138,-115.796674,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232161,-115.793744,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232171,-115.795969,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232195,-115.796671,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232208,-115.793937,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232232,-115.796751,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232249,-115.794328,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23225,-115.796519,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232252,-115.793815,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232264,-115.793696,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232287,-115.79409,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23238,-115.793578,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232405,-115.79462,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232436,-115.795725,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232442,-115.796627,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232451,-115.794508,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232467,-115.796035,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232474,-115.796629,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232483,-115.795745,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232484,-115.796482,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23249,-115.794145,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232519,-115.79577,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232551,-115.795772,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.232678,-115.794322,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.235385,-115.801957,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.235432,-115.802343,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.235589,-115.801687,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.235764,-115.802322,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.235767,-115.802327,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.235776,-115.802389,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.236031,-115.801415,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.236036,-115.801601,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23605,-115.801499,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.236116,-115.802328,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23453472,-114.1960733,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23456111,-114.1969069,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23469306,-114.196855,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.234705,-114.1969,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23516389,-114.1967008,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23516611,-114.1966719,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.235175,-114.1967531,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23576083,-114.2012369,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23576111,-114.2009931,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23579194,-114.2009939,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23585,-114.2010181,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23588,-114.2011439,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23590194,-114.2011581,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23593194,-114.200925,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23593694,-114.2010419,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23598028,-114.2009461,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23621694,-114.1967039,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23862389,-114.2020069,Ambrosia_dumosa,NA,NA,NA,NA,NA,NA,NA
35.23448194,-114.1956092,Amsinckia_tessellata,NA,NA,NA,NA,NA,NA,NA
35.238645,-114.2019219,Amsinckia_tessellata,NA,NA,NA,NA,NA,NA,NA
35.232241,-115.794642,Anemopsis,NA,NA,NA,NA,NA,NA,NA
35.23457194,-114.1954181,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23459528,-114.1954258,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23460806,-114.1954358,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.234625,-114.1954411,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23465,-114.1954581,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23597694,-114.1965619,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23738111,-114.1991908,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23740889,-114.1993211,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23743194,-114.199305,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23744806,-114.1994481,Anemopsis_californica,NA,NA,NA,NA,NA,NA,NA
35.23564389,-114.2012369,Astragalus_mohavensis,NA,NA,NA,NA,NA,NA,NA
35.23585,-114.2010181,Astragalus_mohavensis,NA,NA,NA,NA,NA,NA,NA
35.23458417,-114.1969981,Astragalus_nuttallianus,NA,NA,NA,NA,NA,NA,NA
35.23524194,-114.1967381,Astragalus_nuttallianus,NA,NA,NA,NA,NA,NA,NA
35.23543806,-114.1968039,Astragalus_nuttallianus,NA,NA,NA,NA,NA,NA,NA
35.23585,-114.2010181,Astragalus_nuttallianus,NA,NA,NA,NA,NA,NA,NA
35.23218,-115.796522,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232328,-115.796705,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232347,-115.795998,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.23235,-115.796296,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.23238,-115.796016,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232387,-115.796661,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232414,-115.796297,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232424,-115.796284,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232474,-115.796629,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232498,-115.795736,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232501,-115.796626,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232514,-115.796617,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232539,-115.79659,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232573,-115.796476,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.232588,-115.796474,Atriplex_canescens,NA,NA,NA,NA,NA,NA,NA
35.23175,-115.796447,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231778,-115.796885,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23179,-115.794359,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231802,-115.796869,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231834,-115.796805,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231842,-115.796886,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231858,-115.796779,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231863,-115.796896,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231876,-115.796793,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231904,-115.796896,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231931,-115.796745,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231945,-115.796917,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232097,-115.796396,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232126,-115.795973,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232166,-115.79639,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232167,-115.794533,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232173,-115.796108,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232174,-115.794163,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232177,-115.794264,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23218,-115.796522,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232186,-115.796399,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232206,-115.79626,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232241,-115.794642,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232249,-115.795995,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232252,-115.793815,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232256,-115.795773,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232301,-115.796316,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232462,-115.794398,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.232551,-115.79467,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23441611,-114.196225,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23444389,-114.1960519,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23446389,-114.1960189,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23447806,-114.196435,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23449583,-114.1964389,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23541,-114.2012081,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23570694,-114.20106,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23576111,-114.2009931,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23579194,-114.2009939,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23580694,-114.2012081,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23584194,-114.2009481,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23597694,-114.1965619,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23605417,-114.1967908,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23608111,-114.19677,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23614806,-114.1968139,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23620111,-114.1969569,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23620194,-114.1970008,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23625472,-114.2026594,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23626444,-114.2025717,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23672694,-114.202865,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.236735,-114.2028531,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23725806,-114.1992681,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23744806,-114.1994481,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23751806,-114.1997511,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23752417,-114.1994361,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23754389,-114.1997531,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.237555,-114.1994519,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.23758611,-114.1994692,Baccharis_salicina,NA,NA,NA,NA,NA,NA,NA
35.231774,-115.79363,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231777,-115.79363,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231807,-115.794631,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231849,-115.794288,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231857,-115.793867,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231876,-115.793743,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231878,-115.794204,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231882,-115.793606,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231888,-115.794421,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231957,-115.79388,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231957,-115.793747,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231962,-115.793824,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231969,-115.794027,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23198,-115.794417,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23198,-115.794192,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231984,-115.794259,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231985,-115.794073,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231998,-115.793594,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232024,-115.794445,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232037,-115.794113,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232051,-115.794649,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23206,-115.794528,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232064,-115.794262,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232079,-115.794285,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232085,-115.793802,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23175,-115.796447,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231778,-115.796885,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231802,-115.796869,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231859,-115.795887,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231863,-115.796896,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231895,-115.795865,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231904,-115.796896,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23192,-115.79612,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231936,-115.795836,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231954,-115.796703,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231975,-115.796132,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231985,-115.796931,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.231997,-115.796112,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232026,-115.795808,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232065,-115.795825,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232067,-115.796369,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232077,-115.796689,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232096,-115.796387,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232097,-115.796396,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232105,-115.796126,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232126,-115.795973,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232138,-115.796674,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232145,-115.796246,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232159,-115.796516,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232166,-115.79639,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232171,-115.795969,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232173,-115.796108,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23218,-115.796522,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232185,-115.796263,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232186,-115.796399,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23219,-115.796098,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232195,-115.796671,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232203,-115.795752,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232218,-115.795991,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232249,-115.795995,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232256,-115.795773,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232268,-115.796719,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232295,-115.795991,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.2323,-115.795783,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232302,-115.796511,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232328,-115.796705,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232347,-115.795998,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23235,-115.796296,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232352,-115.796493,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232356,-115.795756,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232387,-115.796661,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232412,-115.796507,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232414,-115.796297,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232423,-115.796029,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232436,-115.795725,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232439,-115.796303,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232467,-115.796035,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232474,-115.796629,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232483,-115.795745,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232484,-115.796482,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232498,-115.795736,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232501,-115.796626,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232514,-115.796617,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232519,-115.79577,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232539,-115.79659,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232551,-115.795772,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232562,-115.796628,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232573,-115.796476,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.232588,-115.796474,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23442917,-114.1963419,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23444306,-114.1961981,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.234495,-114.1961919,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.234495,-114.1961919,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23451389,-114.1960731,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23451389,-114.1960631,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23453389,-114.1964339,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23453472,-114.1960733,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23456,-114.1967939,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23457194,-114.1954181,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23458306,-114.1970139,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23458417,-114.1969981,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23458611,-114.1970808,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23460306,-114.1967461,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23462,-114.1969211,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23462,-114.1967919,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.234625,-114.1954411,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23463194,-114.1968819,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23464694,-114.1970019,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23464889,-114.1954714,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23465,-114.1954581,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23465806,-114.1970411,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23466389,-114.1970661,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23468,-114.1967631,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.234685,-114.1955089,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23469306,-114.196855,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.234705,-114.1969,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23471083,-114.195495,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23472,-114.1955161,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23472889,-114.1969561,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23473611,-114.1970389,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23474194,-114.1970031,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23474389,-114.1971042,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23474889,-114.1971719,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23506806,-114.1968019,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23513611,-114.1965961,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23516611,-114.1966719,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23519194,-114.1965831,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.235205,-114.1966231,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23520889,-114.1966581,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23523194,-114.1968281,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23524194,-114.1967381,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23532194,-114.1965989,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23535694,-114.1966781,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23541694,-114.1981019,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23541694,-114.1967781,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23543806,-114.1968039,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23544889,-114.1968519,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23545194,-114.1980789,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23549306,-114.1980981,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23553583,-114.19658,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.235545,-114.1965189,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.2355675,-114.196495,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23557306,-114.1967789,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.235585,-114.1965389,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23560306,-114.1980431,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23561111,-114.1964839,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
35.23561806,-114.1965,Bromus_madritensis,NA,NA,NA,NA,NA,NA,NA
