Object_ID,Observation,GPS,Waypoint,Latitude,Longitude,Date,Note_Taker,Team_Members,Camera_Phone,Picture_ID,Cover_Class,Average_Slope,Common_Name,Family,Genus_Species,Number,Total_Vascular_No_Grasses,Number_Unique,Abstract_Notes,Notebook_ID
,"MJV19-19-BIO-VT-4,6-8D",2,386,35.239568,-115.800985,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,11:53,Basalt pebble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,1,,
,"MJV19-19-BIO-VT-4,6-8E",2,387,35.239618,-115.800988,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,11:55,Basalt cobble,,Mojave yucca,Agavaceae,Yucca schidigera,2,3,2,,
,"MJV19-19-BIO-VT-4,6-8E",2,387,35.239618,-115.800988,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,11:55,Basalt cobble,,Low woollygrass,Poaceae,Dasyochloa pulchella,1,3,2,,
,"MJV19-19-BIO-VT-4,6-8E",2,387,35.239618,-115.800988,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,11:55,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,3,2,,
,"MJV19-19-BIO-VT-4,6-8F",2,388,35.239674,-115.801002,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,11:59,Basalt cobble,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,1,1,,
,"MJV19-19-BIO-VT-4,6-8F",2,388,35.239674,-115.801002,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,11:59,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,,
,"MJV19-19-BIO-VT-4,6-8G",2,389,35.239714,-115.801034,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:03,Live plant,,Mormon tea,Ephedraceae,Ephedra viridis,1,4,3,,
,"MJV19-19-BIO-VT-4,6-8G",2,389,35.239714,-115.801034,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:03,Live plant,,Anderson thornbush,Solanaceae,Lycium andersonii,1,4,3,,
,"MJV19-19-BIO-VT-4,6-8G",2,389,35.239714,-115.801034,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:03,Live plant,,Spiny herb,Polygonaceae,Chorizanthe rigida,2,4,3,,
,"MJV19-19-BIO-VT-4,6-8G",2,389,35.239714,-115.801034,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:03,Live plant,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,3,4,3,,
,"MJV19-19-BIO-VT-4,6-8H",2,390,35.239760,-115.801048,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:09,Basalt cobble,,Spiny herb,Polygonaceae,Chorizanthe rigida,2,2,1,,
,"MJV19-19-BIO-VT-4,6-8H",2,390,35.239760,-115.801048,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:09,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,1,,
,"MJV19-19-BIO-VT-4,6-8I",2,391,35.239804,-115.801062,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:11,Sand,,Anderson thornbush,Solanaceae,Lycium andersonii,1,1,1,,
,"MJV19-19-BIO-VT-4,6-8I",2,391,35.239804,-115.801062,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:11,Sand,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,,
,"MJV19-19-BIO-VT-4,6-8J",2,392,35.239837,-115.801070,1/6/19,Luis,"Deneb, Luis, Rachel",Rachel,12:13,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,0,0,,
,"MJV19-19-BIO-VT-4,6-6A",2,394,35.239440,-115.800712,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3301,Basalt cobble,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,1,1,,
,"MJV19-19-BIO-VT-4,6-6A",2,394,35.239440,-115.800712,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3301,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,,
,"MJV19-19-BIO-VT-4,6-6B",2,395,35.239381,-115.800721,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3302,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,0,0,,
,"MJV19-19-BIO-VT-4,6-6C",2,396,35.239339,-115.800710,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3303,04",Basalt cobble,,California buckwheat,Polygonaceae,Eriogonum fasciculatum,1,2,2,,
,"MJV19-19-BIO-VT-4,6-6C",2,396,35.239339,-115.800710,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3303,04",Basalt cobble,,Mono groundsel,Asteraceae,Senecio flaccidus var. monoensis,1,2,2,,
,"MJV19-19-BIO-VT-4,6-6C",2,396,35.239339,-115.800710,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3303,04",Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,,
,"MJV19-19-BIO-VT-4,6-6D",2,397,35.239306,-115.800710,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3306,Basalt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,4,0,0,,
,"MJV19-19-BIO-VT-4,6-6E",2,398,35.239269,-115.800684,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3307,Basalt pebble,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,2,2,,
,"MJV19-19-BIO-VT-4,6-6E",2,398,35.239269,-115.800684,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3307,Basalt pebble,,Anderson thornbush,Solanaceae,Lycium andersonii,1,2,2,,
,"MJV19-19-BIO-VT-4,6-6E",2,398,35.239269,-115.800684,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3307,Basalt pebble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,,
,"MJV19-19-BIO-VT-4,6-6F",2,399,35.239208,-115.800668,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3315,16",Basalt,,Mono groundsel,Asteraceae,Senecio flaccidus var. monoensis,1,2,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-6F",2,399,35.239208,-115.800668,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3315,16",Basalt,,Brittlebush,Asteraceae,Encelia farinosa,1,2,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-6F",2,399,35.239208,-115.800668,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3315,16",Basalt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-6G",2,400,35.239183,-115.800643,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3319,20",Basalt,,Mojave yucca,Agavaceae,Yucca schidigera,1,3,3,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-6G",2,400,35.239183,-115.800643,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3319,20",Basalt,,Mormon tea,Ephedraceae,Ephedra viridis,1,3,3,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-6G",2,400,35.239183,-115.800643,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3319,20",Basalt,,Hedgehog cactus,Cactaceae,Echinocereus engelmannii,1,3,3,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-6G",2,400,35.239183,-115.800643,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3319,20",Basalt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,3,3,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-6H",2,401,35.239129,-115.800617,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3322,23",Basalt,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,1,2,2,"Moss, Biological Soil Crusts",
,"MJV19-19-BIO-VT-4,6-6H",2,401,35.239129,-115.800617,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3322,23",Basalt,,Anderson thornbush,Solanaceae,Lycium andersonii,1,2,2,"Moss, Biological Soil Crusts",
,"MJV19-19-BIO-VT-4,6-6H",2,401,35.239129,-115.800617,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3322,23",Basalt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,"Moss, Biological Soil Crusts",
,"MJV19-19-BIO-VT-4,6-6I",2,402,35.239106,-115.800603,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3324,25",Live plant,,Mormon tea,Ephedraceae,Ephedra viridis,1,2,2,Moss ,
,"MJV19-19-BIO-VT-4,6-6I",2,402,35.239106,-115.800603,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3324,25",Live plant,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,1,2,2,Moss ,
,"MJV19-19-BIO-VT-4,6-6I",2,402,35.239106,-115.800603,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3324,25",Live plant,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,Moss ,
,"MJV19-19-BIO-VT-4,6-6J",2,403,35.239081,-115.800580,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3326,Live plant,,Paperbag bush,Lamiaceae,Scutellaria mexicana,1,1,1,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-6J",2,403,35.239081,-115.800580,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3326,Live plant,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-4A",2,404,35.239465,-115.800515,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3327,28,30",Basalt,,Mono groundsel,Asteraceae,Senecio flaccidus var. monoensis,1,2,2,In stream channel,
,"MJV19-19-BIO-VT-4,6-4A",2,404,35.239465,-115.800515,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3327,28,30",Basalt,,Rattlesnake weed,Euphorbiaceae,Chamaesyce albomarginata,1,2,2,In stream channel,
,"MJV19-19-BIO-VT-4,6-4A",2,404,35.239465,-115.800515,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3327,28,30",Basalt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,In stream channel,
,"MJV19-19-BIO-VT-4,6-4B",2,405,35.239508,-115.800517,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3332,Live plant,,Fine clump grass,Poaceae,Unk ,3,0,0,Lots of rabbit scat,
,"MJV19-19-BIO-VT-4,6-4C",2,406,35.239561,-115.800511,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3333,35",Basalt,,Hedgehog cactus,Cactaceae,Echinocereus engelmannii,2,3,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-4C",2,406,35.239561,-115.800511,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3333,36",Basalt,,Brittlebush,Asteraceae,Encelia farinosa,1,3,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-4C",2,406,35.239561,-115.800511,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3333,37",Basalt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,3,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-4D",2,407,35.239587,-115.800507,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3336,Dirt,,Desert trumpet,Polygonaceae,Eriogonum inflatum,2,2,1,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-4D",2,407,35.239587,-115.800507,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3337,Dirt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,1,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-4E",2,408,35.239636,-115.800528,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3338,39",Live plant,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,1,2,2,,
,"MJV19-19-BIO-VT-4,6-4E",2,408,35.239636,-115.800528,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3338,39",Live plant,,Mormon tea,Ephedraceae,Ephedra viridis,1,2,2,,
,"MJV19-19-BIO-VT-4,6-4E",2,408,35.239636,-115.800528,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,"3338,39",Live plant,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,,
,"MJV19-19-BIO-VT-4,6-4F",2,409,35.239675,-115.800543,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3340,Basalt pebble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,0,0,,
,"MJV19-19-BIO-VT-4,6-4G",2,410,35.239721,-115.800539,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3343,Basalt cobble,,Paperbag bush,Lamiaceae,Scutellaria mexicana,1,1,1,,
,"MJV19-19-BIO-VT-4,6-4G",2,410,35.239721,-115.800539,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3343,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,,
,"MJV19-19-BIO-VT-4,6-4H",2,411,35.239755,-115.800509,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3344,Basalt cobble,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,3,3,1,,
,"MJV19-19-BIO-VT-4,6-4H",2,411,35.239755,-115.800509,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3344,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,3,1,,
,"MJV19-19-BIO-VT-4,6-4I",2,412,35.239800,-115.800515,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3345,Basalt cobble,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,1,1,1,,
,"MJV19-19-BIO-VT-4,6-4I",2,412,35.239800,-115.800515,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3345,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,,
,"MJV19-19-BIO-VT-4,6-4J",2,413,35.239846,-115.800504,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3346,Live plant,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,1,1,,
,"MJV19-19-BIO-VT-4,6-4J",2,413,35.239846,-115.800504,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3346,Live plant,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,,
,"MJV19-19-BIO-VT-4,6-2A",2,414,35.239443,-115.800268,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3347,Basalt pebble,,Mormon tea,Ephedraceae,Ephedra viridis,1,1,1,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-2A",2,414,35.239443,-115.800268,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3347,Basalt pebble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-2B",2,415,35.239434,-115.800274,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3348,Basalt pebble,,Pencil cholla,Cactaceae,Cylindropuntia ramosissima,1,2,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-2B",2,415,35.239434,-115.800274,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3348,Basalt pebble,,Mormon tea,Ephedraceae,Ephedra viridis,1,2,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-2B",2,415,35.239434,-115.800274,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3348,Basalt pebble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,Biological Soil Crusts,
,"MJV19-19-BIO-VT-4,6-2C",2,416,35.239380,-115.800232,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3349,Dirt,,Mojave yucca,Agavaceae,Yucca schidigera,3,4,2,,
,"MJV19-19-BIO-VT-4,6-2C",2,416,35.239380,-115.800232,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3349,Dirt,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,4,2,,
,"MJV19-19-BIO-VT-4,6-2C",2,416,35.239380,-115.800232,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3349,Dirt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,4,2,,
,"MJV19-19-BIO-VT-4,6-2D",2,417,35.239311,-115.800163,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3350,Basalt cobble,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,2,2,,
,"MJV19-19-BIO-VT-4,6-2D",2,417,35.239311,-115.800163,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3350,Basalt cobble,,Anderson thornbush,Solanaceae,Lycium andersonii,1,2,2,,
,"MJV19-19-BIO-VT-4,6-2D",2,417,35.239311,-115.800163,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3350,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,,
,"MJV19-19-BIO-VT-4,6-2E",2,418,35.239268,-115.800147,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3351,Basalt cobble,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,1,1,1,,
,"MJV19-19-BIO-VT-4,6-2E",2,418,35.239268,-115.800147,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3351,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,,
,"MJV19-19-BIO-VT-4,6-2F",2,419,35.239254,-115.800127,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3352,Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,0,0,,
,"MJV19-19-BIO-VT-4,6-2F",2,419,35.239254,-115.800127,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3352,Basalt cobble,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,1,1,,
,"MJV19-19-BIO-VT-4,6-2G",2,420,35.239218,-115.800105,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3353,Live plant,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,1,1,,
,"MJV19-19-BIO-VT-4,6-2G",2,420,35.239218,-115.800105,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3353,Live plant,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,1,1,,
,"MJV19-19-BIO-VT-4,6-2H",2,421,35.239199,-115.800086,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3354,Granite,,Creosote bush,Zygophyllaceae,Larrea tridentata,2,2,1,,
,"MJV19-19-BIO-VT-4,6-2H",2,421,35.239199,-115.800086,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3354,Granite,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,1,,
,"MJV19-19-BIO-VT-4,6-2I",2,422,35.239167,-115.800194,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3355,Granite,,Creosote bush,Zygophyllaceae,Larrea tridentata,2,2,2,,
,"MJV19-19-BIO-VT-4,6-2I",2,422,35.239167,-115.800194,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3355,Granite,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,2,2,,
,"MJV19-19-BIO-VT-4,6-2J",2,423,35.239115,-115.800227,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3356,Live plant,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,4,3,,
,"MJV19-19-BIO-VT-4,6-2J",2,423,35.239115,-115.800227,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3356,Live plant,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,2,4,3,,
,"MJV19-19-BIO-VT-4,6-2J",2,423,35.239115,-115.800227,1/6/19,Rachel G,"Matt S., Rachel G",Rachel,3356,Live plant,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,1,4,3,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
,,,,,,,,,,,,,,#N/A,#N/A,,,,,
