Object_ID,Observation,GPS,Waypoint,Latitude,Longitude,Date,Note_Taker,Team_Members,Camera_Phone,Picture_ID,Cover_Class,Average_Slope,Common_Name,Family,Genus_Species,Number,Total_Vascular_No_Grasses,Number_Unique,Abstract_Notes,Notebook_ID
,"MJV12-17-BIO-VT-6,4-1F",1,848,35.237786,-115.798980,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1F",Gravel,,Skeleton weed,Polygonaceae,Eriogonum deflexum,2,26,5,,4
,"MJV12-17-BIO-VT-6,4-1F",1,848,35.237786,-115.798980,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1F",Gravel,,Hedgehog cactus,Cactaceae,Echinocereus engelmannii,1,26,5,,4
,"MJV12-17-BIO-VT-6,4-1F",1,848,35.237786,-115.798980,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1F",Gravel,,Desert trumpet,Polygonaceae,Eriogonum inflatum,10,26,5,,4
,"MJV12-17-BIO-VT-6,4-1F",1,848,35.237786,-115.798980,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1F",Gravel,,Mojave popcornflower,Boraginaceae,Plagiobothrys jonesii,10,26,5,,4
,"MJV12-17-BIO-VT-6,4-1F",1,848,35.237786,-115.798980,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1F",Gravel,,Pepperweed,Brassicaceae,Lepidium densiflorum,1,26,5,,4
,"MJV12-17-BIO-VT-6,4-1F",1,848,35.237786,-115.798980,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1F",Gravel,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,26,5,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Mulefat,Asteraceae,Baccharis salicina,1,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,1,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Mojave popcornflower,Boraginaceae,Plagiobothrys jonesii,7,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Pepperweed,Brassicaceae,Lepidium densiflorum,25,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Desert trumpet,Polygonaceae,Eriogonum inflatum,7,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,2,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Bermuda-like grass,#N/A,#N/A,5,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Fuzzy top grass?,Poaceae,Unk ,2,39,7,,4
,"MJV12-17-BIO-VT-6,4-1G",1,849,35.237873,-115.798989,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1G",Live plant,,Seedlings,null,Too young to ID,3,39,7,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Hedgehog cactus,Cactaceae,Echinocereus engelmannii,2,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Desert trumpet,Polygonaceae,Eriogonum inflatum,1,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,1,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,1,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Creosote bush,Zygophyllaceae,Larrea tridentata,1,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Mormon tea,Ephedraceae,Ephedra viridis,1,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Mojave popcornflower,Boraginaceae,Plagiobothrys jonesii,20,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,13,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Pepperweed,Brassicaceae,Lepidium densiflorum,20,62,9,,4
,"MJV12-17-BIO-VT-6,4-1H",1,850,35.237922,-115.799020,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1H",Granite,,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,15,62,9,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Mojave popcornflower,Boraginaceae,Plagiobothrys jonesii,30,53,7,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Pepperweed,Brassicaceae,Lepidium densiflorum,10,53,7,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Fuzzy top grass?,Poaceae,Unk ,3,53,7,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Unknown 1,Null,Null,3,53,7,Tiny white flowers,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Seedlings,null,Too young to ID,10,53,7,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,10,53,7,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Skeleton weed,Polygonaceae,Eriogonum deflexum,1,53,7,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Spiky top grass,Poaceae,Unk ,3,53,7,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,10,53,7,,4
,"MJV12-17-BIO-VT-6,4-1I",1,851,35.237978,-115.799039,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1I",Gravel,,Pencil cholla,Cactaceae,Cylindropuntia ramosissima,1,53,7,,4
,"MJV12-17-BIO-VT-6,4-1J",1,852,35.238034,-115.799074,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1J",Gravel,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,2,28,6,,4
,"MJV12-17-BIO-VT-6,4-1J",1,852,35.238034,-115.799074,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1J",Gravel,,Mojave yucca,Agavaceae,Yucca schidigera,1,28,6,,4
,"MJV12-17-BIO-VT-6,4-1J",1,852,35.238034,-115.799074,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1J",Gravel,,White bursage,Asteraceae,Ambrosia dumosa,1,28,6,,4
,"MJV12-17-BIO-VT-6,4-1J",1,852,35.238034,-115.799074,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1J",Gravel,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,20,28,6,,4
,"MJV12-17-BIO-VT-6,4-1J",1,852,35.238034,-115.799074,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1J",Gravel,,Mojave popcornflower,Boraginaceae,Plagiobothrys jonesii,15,28,6,,4
,"MJV12-17-BIO-VT-6,4-1J",1,852,35.238034,-115.799074,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1J",Gravel,,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,8,28,6,,4
,"MJV12-17-BIO-VT-6,4-1J",1,852,35.238034,-115.799074,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-1J",Gravel,,Unknown 1,Null,Null,1,28,6,,4
,"MJV12-17-BIO-VT-6,4-2A",1,853,35.237621,-115.798789,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2A",Cobble,,Desert pepperweed,Brassicaceae,Lepidium fremontii,2,4,3,,4
,"MJV12-17-BIO-VT-6,4-2A",1,853,35.237621,-115.798789,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2A",Cobble,,Bladderpod,Cleomaceae,Peritoma arborea,1,4,3,,4
,"MJV12-17-BIO-VT-6,4-2A",1,853,35.237621,-115.798789,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2A",Cobble,,Seedlings,null,Too young to ID,2,4,3,,4
,"MJV12-17-BIO-VT-6,4-2A",1,853,35.237621,-115.798789,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2A",Cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,2,4,3,,4
,"MJV12-17-BIO-VT-6,4-2B",1,854,35.237535,-115.798787,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2B",Rock,,Bladderpod,Cleomaceae,Peritoma arborea,1,2,3,,4
,"MJV12-17-BIO-VT-6,4-2B",1,854,35.237535,-115.798787,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2B",Rock,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,2,2,3,,4
,"MJV12-17-BIO-VT-6,4-2B",1,854,35.237535,-115.798787,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2B",Rock,,Seedlings,null,Too young to ID,2,2,3,,4
,"MJV12-17-BIO-VT-6,4-2C",1,855,35.237477,-115.798780,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2C",Basalt,,Bladderpod,Cleomaceae,Peritoma arborea,2,2,1,,4
,"MJV12-17-BIO-VT-6,4-2D",1,856,35.237436,-115.798778,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2D",Basalt,,Mojave popcornflower,Boraginaceae,Plagiobothrys jonesii,1,1,1,,4
,"MJV12-17-BIO-VT-6,4-2D",1,856,35.237436,-115.798778,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2D",Basalt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,4,1,1,,4
,"MJV12-17-BIO-VT-6,4-2E",1,857,35.237403,-115.798766,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2E",Live plant,,Mulefat,Asteraceae,Baccharis salicina,1,13,4,Biological soil crusts,4
,"MJV12-17-BIO-VT-6,4-2E",1,857,35.237403,-115.798766,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2E",Live plant,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,1,13,4,Biological soil crusts,4
,"MJV12-17-BIO-VT-6,4-2E",1,857,35.237403,-115.798766,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2E",Live plant,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,25,13,4,Biological soil crusts,4
,"MJV12-17-BIO-VT-6,4-2E",1,857,35.237403,-115.798766,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2E",Live plant,,Pepperweed,Brassicaceae,Lepidium densiflorum,10,13,4,Biological soil crusts,4
,"MJV12-17-BIO-VT-6,4-2E",1,857,35.237403,-115.798766,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2E",Live plant,,Hedgehog cactus,Cactaceae,Echinocereus engelmannii,1,13,4,Biological soil crusts,4
,"MJV12-17-BIO-VT-6,4-2F",1,858,35.237372,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2F",Basalt cobble,,Anderson thornbush,Solanaceae,Lycium andersonii,1,22,4,,4
,"MJV12-17-BIO-VT-6,4-2F",1,858,35.237372,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2F",Basalt cobble,,Beavertail cactus,Cactaceae,Opuntia basilaris,1,22,4,,4
,"MJV12-17-BIO-VT-6,4-2F",1,858,35.237372,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2F",Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,22,4,,4
,"MJV12-17-BIO-VT-6,4-2F",1,858,35.237372,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2F",Basalt cobble,,Pepperweed,Brassicaceae,Lepidium densiflorum,20,22,4,,4
,"MJV12-17-BIO-VT-6,4-2F",1,858,35.237372,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2F",Basalt cobble,,Seedlings,null,Too young to ID,TNTC,22,4,,4
,"MJV12-17-BIO-VT-6,4-2F",1,858,35.237372,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2F",Basalt cobble,,Spiky top grass,Poaceae,Unk ,1,22,4,,4
,"MJV12-17-BIO-VT-6,4-2G",1,859,35.237316,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2G",Basalt,,Globe mallow,Malvaceae,Sphaeralcea ambigua,1,8,4,,4
,"MJV12-17-BIO-VT-6,4-2G",1,859,35.237316,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2G",Basalt,,Beavertail cactus,Cactaceae,Opuntia basilaris,1,8,4,,4
,"MJV12-17-BIO-VT-6,4-2G",1,859,35.237316,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2G",Basalt,,Bladderpod,Cleomaceae,Peritoma arborea,1,8,4,,4
,"MJV12-17-BIO-VT-6,4-2G",1,859,35.237316,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2G",Basalt,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,8,4,,4
,"MJV12-17-BIO-VT-6,4-2G",1,859,35.237316,-115.798767,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2G",Basalt,,Desert pepperweed,Brassicaceae,Lepidium fremontii,5,8,4,,4
,"MJV12-17-BIO-VT-6,4-2H",1,860,35.237280,-115.798787,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2H",Basalt cobble,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,3,5,3,,4
,"MJV12-17-BIO-VT-6,4-2H",1,860,35.237280,-115.798787,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2H",Basalt cobble,,Anderson thornbush,Solanaceae,Lycium andersonii,1,5,3,,4
,"MJV12-17-BIO-VT-6,4-2H",1,860,35.237280,-115.798787,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2H",Basalt cobble,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,TNTC,5,3,,4
,"MJV12-17-BIO-VT-6,4-2H",1,860,35.237280,-115.798787,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2H",Basalt cobble,,Desert pepperweed,Brassicaceae,Lepidium fremontii,1,5,3,,4
,"MJV12-17-BIO-VT-6,4-2I",1,861,35.237230,-115.798779,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2I",Basalt boulder,,Anderson thornbush,Solanaceae,Lycium andersonii,1,3,3,,4
,"MJV12-17-BIO-VT-6,4-2I",1,861,35.237230,-115.798779,3/19/17,Stacy,"Stacy, Tatiana, Sheila",Sheila,"MJV12-17-BIO-VT-6,4-2I",Basalt boulder,,Globe mallow,Malvaceae,Sphaeralcea ambigua,1,3,3,,4
